type,type_title,type_flags,type_pro_training,name,distance,city,country,phone,state,street,zip,country_flag,email,logo_url,more_url,longitude,latitude,web_url,images
DC,,mares_lab,0,Scuba Equipment Service,0,Heddesheim,DE,(0)6203 4039899 ,Baden-Württemberg,Leutershausener Str. 80,68542,,info@ses-lutz.de,,,8.61746,49.50206,https://ses-lutz.de,[]
DC,,mares_lab,0,Der Tauchshop im Ried,0,Bürstadt,DE,(0)6206 8504 ,Hessen,Wasserwerkstr. 3,68642,,tauchshop@gerlitschka.de,,,8.472659,49.644383,,[]
DC,,mares_lab,0,Aquaticworld,0,Grossbettlingen,DE,(0)7022 948615 ,Baden-Württemberg,Gartenstr. 56,72663,,info@aquaticworld.de,,,9.316472,48.591085,http://www.aquaticworld.de,[]
DC,,mares_lab,0,Tauchinsel Göppingen,0,Göppingen,DE,(0)7161 82822 ,Baden-Württemberg,Pappelweg 1,73037,,info@tauchinselgp.de,,,9.690666,48.666502,https://www.tauchinselgp.de,[]
DC,,mares_lab,0,Tauchcenter Karlsruhe,0,Karlsruhe,DE,(0)721 23239 ,Baden-Württemberg,Schneidermuhler Str. 23c,76139,,shop@tauchcenter-karlsruhe.de,,,8.43623,49.03583,https://www.tauchcenter-karlsruhe.de,[]
DC,,mares_lab,0,Tauchschule Hochrhein,0,Hohentengen am Hochrhein,DE,(0)7742 921620 ,Baden-Württemberg,Hauptstr. 36,79801,,info@tauchschule-hochrhein.de,,,8.436505,47.570479,https://www.tauchschule-hochrhein.de,[]
DC,,mares_lab,0,mischgastauchen.de,0,Geretsried,DE,(0)8171 90336 ,Bayern,Lauterbachstr. 7 b,82538,,info@mischgastauchen.de,,,11.429382,47.887971,https://www.mischgastauchen.de,[]
DC,,mares_lab,0,Bluesub,0,Rosenheim,DE,(0)8031 9016340 ,Bayern,Georg-Aicher-Str. 1,83026,,info@bluesub.de,,,12.08926,47.84826,https://www.bluesub.de,[]
DC,,mares_lab,0,Tauchservice Dietl,0,Teisendorf,DE,(0)176 22795378 ,Bayern,Oberstetten 8,83317,,info@tc-freilassing.de,,,12.788859,47.870808,http://tauchservice-dietl.de,[]
DC,,mares_lab,0,Tauchschule Seegeist,0,Bad Wiessee,DE,(0)176 10314876 ,Bayern,Sanktjohanserstr. 10,83707,,nicki.groiss@gmail.com,,,11.725104,47.710979,https://www.tauchschule-seegeist.de,[]
DC,,mares_lab,0,Atemreglerservice,0,Fraunberg,DE,(0)8762 729465 ,Bayern,Sandfalterstr.7,85447,,reglerservice@aol.com,,,12.031253,48.368034,https://reglerservice.de,[]
DC,,mares_lab,0,CCRCC,0,Zusmarshausen,DE,(0)8291 8583220 ,Bayern,Bischof-von-Stadionstr. 5,86441,,koni@ccrcc.de,,,10.595406,48.40291,https://ccrcc.de,[]
DC,,mares_lab,0,Sports-4 Tauch-und Freizeitsport,0,Laugna,DE,(0)8272 6410796 ,Bayern,Bgm.-Oettle-Str. 11,86502,,tauchen@sports-4u.de,,,10.696304,48.529703,https://sports-4u.de,[]
DC,,mares_lab,0,Tauchakademie Allgäu,0,Sonthofen,DE,(0)171 2091620 ,Bayern,Weststr. 12,87527,,hfturbo@yahoo.de,,,10.27479,47.514293,https://www.tauchakademie-allgaeu.de,[]
DC,,mares_lab,0,Tauchshop & Tauchschule Schildkröte,0,Sonthofen,DE,(0)8321 788798 ,Bayern,Tiefenbach 19 A,87527,,sabine@allgaeutauchen.de,,,10.325079,47.50676,http://www.allgaeutauchen.de,[]
DC,,mares_lab,0,Pauli's Tauchshop,0,Senden,DE,(0)7307 800900 ,Bayern,Hauptstr.119,89250,,info@paulis-tauchshop.de,,,10.03378,48.324205,https://www.paulis-tauchshop.de,[]
DC,,mares_lab,0,Tauchschule Abyss,0,Nürnberg,DE,(0)911 3775684 ,Bayern,Hans-Seiler- Strasse 17,90427,,info@tauchschule-abyss.de,,,11.045375,49.520554,http://www.tauchschule-abyss.de,[]
DC,,mares_lab,0,AtemReglerService,0,Roth,DE,(0)9171 8949430 ,Bayern,Bahnhofstr. 34,91154,,e-mail@ars-krause.de,,,11.087021,49.246728,http://www.ars-krause.de,[]
DC,,mares_lab,0,TEC-Serv Fuehrmann,0,Plattling,DE,(0)9931 929342 ,Bayern,Lilienweg 7,94447,,info@tecserv.org,,,12.86341,48.769884,http://www.tecserv.org,[]
DC,,mares_lab,0,H2O Tauchsportzentrum Bamberg,0,Hallstadt,DE,(0)951 70096527 ,Bayern,Biegenhofstrasse 10,96103,,info@h2o-tauchsportzentrum.de,,,10.868427,49.918021,https://www.h2o-tauchsportzentrum.de,[]
DC,,mares_lab,0,Tauchschule OCTOPUS,0,Delley,CH,+41 (0)79 4105055 ,Freiburg,Rte de St-Aubin 27,1567,,marcel.vonlanthen@gmail.com,,,6.971199,46.912671,http://www.ssi-octopus.ch,[]
DC,,mares_lab,0,Bike & Dive,0,Auw,CH,+41 (0)56 6702222 ,Aargau,Industriestrasse 3,5644,,info@bikeanddive.ch,,,8.365898,47.211643,https://bikeanddive.ch,[]
DC,,mares_lab,0,Tec Diving.ch,0,Luzern,CH,+41 (0)41 2504250 ,Luzern,Ruopigenstrasse 26,6015,,info@tecdiving.ch,,,8.279272,47.063729,https://tecdiving.ch,[]
DC,,mares_lab,0,Local Diving,0,Samstagern,CH,+41 (0)44 7847514 ,Zürich,Bruggetenstr. 6,8833,,info@local-divingcenter.ch,,,8.679663,47.189204,https://www.local-diving-center.ch,[]
DC,,mares_lab dc,0,Special Dive Tauchschule,0,Leopoldsdorf,AT,+43 (0)670 4053000 ,Niederösterreich,Haydnstraße 44,2333,,office@specialdive.at,,,16.387834,48.116199,https://www.specialdive.at,[]
DC,,mares_lab,0,Tauchsport Zeus Faber,0,Kronstorf,AT,+43 (0)699 11159161 ,Oberösterreich,Hauptstr. 25,4484,,info@tauchsport-zeusfaber.com,,,14.465705,48.143582,,[]
DC,,mares_lab,0,Atlantis Qualidive,0,Eberschwang,AT,+43 (0)775 33205 ,Oberösterreich,Eberschwang 69,4906,,info@flusstauchen.at,,,13.562159,48.15377,https://www.flusstauchen.at,[]
DC,,mares_lab,0,FIFO Diving,0,Las Palmas,ES,928 300194 ,Canary Islands,C.C. Sotavento. Calle Joaquin Blanco Torrent. Locales 15 y 16. Muelle Deportivo,35004,,fifodivingshop@gmail.com,,,-15.424745,28.123238,https://fifodivingshop.com/,[]
DC,,scubadiving,0,The Dive Centre Hull - Ltd,0,Hull,GB,+44 800 448 0497 ,,"Unit 7, Newlands House, Newlands Science Park",0,,infothediveteam@gmail.com,,,-0.364369,53.772026,https://www.thedivecentrehullltd.com/,[]
DC,,mares_lab scubadiving,0,Scuba Shack,0,Dudley,GB,+44 1902 563 709 ,WEST MIDLANDS,"Bilston St, Sedgley",0,,jonah@scubashack.co.uk,,,-2.119574,52.54257,http://www.scubashack.co.uk/,[]
DC,,mares_lab scubadiving,0,Nautisub,0,Dieppe,FR,02.77.64.57.80 ,,Rue Charles Blound,76200,,jchantreuil@nautisub.fr,,,1.087619,49.925517,http://www.nautisub.fr,[]
DC,,dc,0,HAPPY DIVERS,0,M’TSANGAMOUJI,YT,06 39 69 29 38 ,,Gite de M’liha,97650,,happydiverscontact@gmail.com,,,45.055404,-12.750015,,[]
DC,,scubadiving spearfishing,0,La Baule Nautique - Pornichet Plongée,0,Pornichet,FR,02 40 61 15 81 ,,Boulevard de Saint Nazaire,44380,,plongee@labaulenautic.com,,,-2.310812,47.256294,http://www.labaulenautic.com,[]
DC,,mares_lab,0,Tauchschule Neufahrn,0,Neufahrn,DE,+49(0)89215509690 ,Bayern,Marktplatz 11b,85375,,info@tauchschule-neufahrn.de,,,11.660161,48.316648,https://tauchschule-neufahrn.de/,[]
DC,,mares_lab,0,Easy Diving Tauchsportcenter,0,Wiesbaden,DE,0611/713507 ,,Mainzer Str. 119,65189,,info@easydiving.de,,,8.254112,50.059469,https://www.easydiving.de/,[]
DC,,scubadiving,0,BARONEBLU,0,Perugia,IT,+39 335 7729629 / +39 075 5009697 ,PG,"Via Sandro Penna, 22",6132,,info@baroneblu.it,,,12.327329,43.071379,https://baroneblu.it/,[]
DC,,,0,KWS sports CZ s.r.o.,0,Ceske Budejovice,CZ,+420 724 333 791 ,,Lidicka tr. 1277/252,0,,shops@kws-sports.cz,,,14.464845,48.947347,https://www.kws-sports.cz,[]
DC,,scubadiving,0,AQUASPORT S.A.,0,LIMA,PE,(+511) 207 2560 / (+511) 99830 6654 ,,AV. REPUBLIC DE PANAMA 505,0,,jsalaverry@aquasport.pe,,,-77.018079,-12.135257,,[]
DC,,scubadiving,0,ATLANTIQUE PLONGEE,0,BOUGUENAIS,FR,02 40 32 02 32 ,44 - LOIRE ATLANTIQUE,1 RUE EVARISTE GALOIS - PARC DE LA BOUVRE,44340,,atlantiqueplongee@wanadoo.fr,,,-1.815765,47.278047,,[]
DC,,scubadiving,0,ESPACE PLONGEE,0,SAINT HERBLAIN,FR,02 40 97 33 07 ,,15 AVENUE JACQUES CARTIER,44800,,contact@espaceplongee.fr,,,-1.637613,47.225266,,[]
DC,,scubadiving,0,TEK PLONGEE,0,NANTES,FR,02 40 35 24 65 ,,1 RUE  DU BENELUX,44300,,guillaume@tekplongee.fr,,,-1.499974,47.254064,,[]
DC,,scubadiving,0,IL MARE,0,ROMANO D'EZZELINO,IT,+39 0424 512996 ,VI,VIA SPIN 89,36060,,claudio@ilmare.eu,,,11.785326,45.779494,,[]
DC,,scubadiving,0,Tauchschule Abyss,0,Dresden,DE,+49 351 8112244 / +49 1523 4769951 ,,Leipziger Str. 68,1127,,dresden@tauchschule-abyss.com,,,13.724187,51.073966,https://www.tauchschule-abyss.com,[]
DC,,scubadiving,0,Divemate Hong Kong Limited,0,Hong Kong,HK,+852 9689 3083 ,,"G1, 3/F, Blk B, Marvel Industrial Building",0,,divematehk@gmail.com,,,114.133485,22.286981,http://www.facebook.com/divematehk,[]
DC,,scubadiving,0,MAXI SPORT BRESCIA,0,BRESCIA,IT,+39 02 99 77 55 40 ,BS,VIA RIETI 6,25125,,maxisport@maxisport.com,,,10.179719,45.531073,http://www.maxisport.com,[]
DC,,scubadiving,0,MAXI SPORT MILANO,0,TREZZANO SUL NAVIGLIO,IT,+39 02 9977 5540 ,MI,VIA CELLINI 2,20090,,maxisport@maxisport.com,,,9.073012,45.425924,http://www.maxisport.com,[]
DC,,scubadiving,0,Costa Verde Loisir,0,Santa-Maria-Poggio,FR,(+33) 06 16 74 86 05 ,Corsica,Port de Taverna,20221,,contact@costa-verde-loisirs.fr,,,9.53904,42.34027,http://www.costa-verde-loisirs.fr,[]
DC,,mares_lab scubadiving,0,ARK Savunma Araçları Denizcilik ve Tic.Ltd.Şti.,0,Istanbul,TR,+90 212 217 72 23 ,,Ortaklar Cad. Bilal Apt. No:49 D:1,34387,,info@arkdefence.com,,,28.997317,41.063246,http://www.arkdefence.com,[]
DC,,mares_lab scubadiving xr,0,Xperience Diving,0,Anderlues,BE,+32 492 37 21 45 ,,Rue du Marais 48,6150,,contactxperiencediving@gmail.com,,,4.266199,50.403753,https://www.xperiencediving.be/,[]
DC,,dc scubadiving,0,Serial Divers,0,Gustavia,BL,+590 (0) 690 516 786 ,,Quai de la Collectivité,97133,,contact@serialdivers.com,,,-62.852201,17.896435,https://www.serialdivers.com/,[]
DC,,mares_lab,0,Sukellustiimi OY,0,Kouvola,FI,400 921 124 ,,Suksipolku 1,45150,,vniemi@sci.fi,,,26.72989,60.851187,http://www.sukellustiimi.fi,[]
DC,,mares_lab,0,Kuopion Sukelluskeskus,0,Kuopio,FI,175 808 965 ,,Makasiininkatu 2,70100,,kuopio@sukelluskeskus.fi,,,27.696002,62.893428,http://www.sukelluskeskus.fi,[]
DC,,mares_lab,0,Tampereen Sukelluskeskus,0,Tampere,FI,451 300 865 ,,Sammonkatu 35,33540,,tampere@sukelluskeskus.fi,,,23.805036,61.496299,http://www.sukelluskeskus.fi,[]
DC,,mares_lab,0,Divextreme Dc,0,Pori,FI,400 596 152 ,,Kyntelitie 13,28610,,pori@sukelluskeskus.fi,,,21.729087,61.471984,http://www.sukelluskeskus.fi/,[]
DC,,mares_lab,0,Fun Dive OY,0,Turku,FI,400 740 436 ,,Maariankatu 8,20100,,myynti@seikkailukeskus.com,,,22.266713,60.453714,http://www.fundive.fi,[]
DC,,mares_lab,0,A-Diving,0,Lahti,FI,500 43 71 75 ,,Kyrölänkatu 3 A 15,15210,,a-diving@phnet.fi,,,25.68647,61.000455,,[]
DC,,mares_lab,0,EW Dive,0,Lahti,FI,207 280 499 ,,Vuorikatu 5,0,,info@ewdive.se,,,25.652699,60.981537,http://www.ewdive.se,[]
DC,,mares_lab,0,Oulun Sukelluskeskus,0,Oulu,FI,45 104 6817 ,,Koskitie 28,90500,,oulu@sukelluskeskus.fi,,,25.470009,65.023538,http://www.sukelluskeskus.fi/,[]
DC,,mares_lab,0,Spirado OY,0,Kirkkonummi,FI,+358 405 29 08 49 ,,Nybronpiha 2,2400,,kalle@regu.fi,,,24.406115,60.126909,http://www.regu.fi,[]
DC,,mares_lab,0,Dive Gear Service Finland,0,Akaa,FI,+358 40 481 0080 ,,Aakalantie 315,37960,,huolto@sukellustarvike.fi,,,23.802427,61.143923,,[]
DC,,mares_lab,0,Sukeltamo,0,Tampere,FI,+358 40 481 0080 ,,Pispalan valtatie 73 B,33250,,huolto@sukellustarvike.fi,,,23.699159,61.506157,,[]
DC,,mares_lab,0,Varuste.net,0,HELSINKI,FI,+358 94540707 ,,Ruosilankuja 3,390,,info@varuste.net,,,24.861245,60.236573,,[]
DC,,mares_lab,0,Ålesunds Dykkersenter AS,0,Ålesund,NO,+47 70123424 ,,Brunholmgatan 2,6001,,post@dykkersenter.no,,,6.153613,62.473272,http://www.dykkersenter.no,[]
DC,,mares_lab,0,Alf Lea as | dykk.no,0,Haugesund,NO,41 41 44 90 ,,Tollbugata 3,5527,,post@dykk.no,,,5.262739,59.413108,http://www.dykk.no,[]
DC,,mares_lab,0,Dykkerhuset,0,Moss,NO,+47 47236058 ,,Sjögata 15,1516,,post@dykkerhuset.no,,,10.649653,59.431599,http://www.dykkerhuset.se,[]
DC,,mares_lab,0,Nautic Service,0,Fredrikstad,NO,91 19 03 40 ,,Postboks 311,1601,,nauticeric@gmail.com,,,10.934701,59.220537,,[]
DC,,mares_lab,0,Bergen Froskemanncenter,0,Bergen,NO,90 01 77 73 ,,Lyder Sagensgata 12,5008,,dykking@froskemann.no,,,5.329947,60.387519,http://www.froskemann.no,[]
DC,,mares_lab,0,Stockholm Divers,0,STOCKHOLM,SE,+46 8 702 09 10 ,,Alderbethsgatan 13,0,,info@stockholmdivers.se,,,18.00633,59.330815,http://www.stockholmdivers.se,[]
DC,,mares_lab,0,Ostens Dykservice,0,Visby,SE,0707 - 97 73 73 ,,Signalgatan 5C,0,,ostensdykservice@tele2.se,,,18.281034,57.622596,,[]
DC,,mares_lab,0,Tec 'n Rec Diving,0,Göteborg,SE, ,,Belegatan 2,0,,stilianos@tecnrec.se,,,11.917258,57.701908,http://www.tecnrec.se,[]
DC,,mares_lab,0,Norrlands Dykservice,0,Örviken,SE,0705-233508 ,,Haxgatan 16,0,,daniel@norrdyk.se,,,21.182045,64.669459,http://www.norrdyk.se,[]
DC,,mares_lab,0,H2O Diving Lund,0,Lund,SE,046-38 92 60 ,,Kävlingevägen 1,0,,lund@h2odiving.se,,,13.19179,55.71082,http://www.h2odiving.se,[]
DC,,mares_lab,0,Råå Aqua Resort,0,Råå,SE,042-24 53 50 ,,Västindiegatna 21,0,,info@aquaresort.se,,,12.746893,55.992246,http://www.aquaresort.se,[]
DC,,mares_lab,0,Megadyk,0,Landskrona,SE,0418-23581 ,,Bryggargatan 25,0,,megadyk@telia.com,,,12.848158,55.874208,http://www.megadyk.se,[]
DC,,mares_lab,0,Gasbolaget i Dalarna,0,Falun,SE,+46 70 796 80 55 ,,Ragvaldsberg 4,0,,dan@gasbolaget.se,,,15.775145,60.557543,http://www.gasbolaget.se,[]
DC,,mares_lab,0,Grahams Dykteknik,0,Eskilstuna,SE,016-145202 ,,Dambergsgatan 5,0,,info@grahamsdyk.se,,,16.524043,59.368229,http://www.grahamsdyk.se,[]
DC,,mares_lab,0,Halmstad Dykservice,0,Halmstad,SE,070-694 80 02 ,,Bonnagårdsvägen 2,0,,otto.bylin@telia.com,,,12.802797,56.661209,,[]
DC,,scubadiving,0,Sirius dyk,0,Mariehamn,FI,40 58 45 122 ,,Järsövägen 758,22160,,jan-ola.karlsson@aland.net,,,19.970895,60.042409,,[]
DC,,mares_lab scubadiving xr snorkeling,0,Varuste.net,0,Helsinki,FI,+358 9 454 07 07 ,,Ruosilankuja 3,390,,info@varuste.net,,,24.861245,60.236573,http://www.varuste.net,[]
DC,,mares_lab scubadiving,0,EW Dive,0,Lahti,FI,+358 (0)50 5598333 ,,Hämeenlinnantie 59,15800,,info@ewdive.se,,,25.606208,60.980357,http://www.ewdive.com,[]
DC,,mares_lab scubadiving xr,0,DiveTime Oy,0,JYVÄSKYLÄ,FI,+358 40 7114957 ,,Sysmäläntie 1 tila 32,40530,,koulutus@divetime.fi,,,25.721461,62.203728,https://www.divetime.fi,[]
DC,,scubadiving,0,Havsport Trondheim,0,Trondheim,NO,0047 73 50 44 88 ,,Kjöpmannsgatan 41,7011,,post@havsport-trondheim.no,,,10.403042,63.43144,https://www.dykkershop.no/,[]
DC,,mares_lab scubadiving,0,Ålesunds Dykkersenter AS,0,Ålesund,NO,+47 70123424 ,,Brunholmgt. 2,6001,,post@dykkersenter.no,,,6.153387,62.473155,http://www.dykkersenter.no,[]
DC,,mares_lab scubadiving,0,Bergen Froskemanncenter,0,Bergen,NO,+47 55326207 ,,Lyder Sagensg. 12,5008,,dykking@froskemann.no,,,5.329894,60.387608,,[]
DC,,scubadiving,0,Dykkersentret AS,0,Tromsö,NO,+47 77696600 ,,Stackevoldvn. 72,9010,,bjorn@dykkersentret.no,,,18.975498,69.669098,http://www.dykkersentret.no,[]
DC,,scubadiving,0,Jaeren Dykkesenter,0,Stavanger,NO,+47 51890506 ,,Östervåg 19,4006,,bj@jdykk.no,,,5.73496,58.972013,,[]
DC,,mares_lab scubadiving xr spearfishing snorkeling,0,Alf Lea as | dykk.no,0,Haugesund,NO,+47 97704494 ,,Tollbugt. 3,5527,,post@dykk.no,,,5.262739,59.413108,https://www.dykk.no,[]
DC,,mares_lab dc scubadiving xr spearfishing snorkeling,0,Dykkerhuset Moss,0,Dilling,NO,+47 47236058 ,,Ryggeveien 157,1570,,post@dykkerhuset.no,,,10.700076,59.406088,http://www.dykkerhuset.no,[]
DC,,scubadiving,0,Prodykk Oslo,0,Fjellstrand,NO,+47 66 96 01 04 ,,Svestadveien 27,1458,,post@prodykkoslo.no,,,10.595586,59.779035,https://www.prodykkoslo.no/,[]
DC,,scubadiving,0,Norway Diving,0,Frosta,NO,+47 46566406 ,,Gammelbakkan 45,7633,,frostadiving@gmail.com,,,10.260626,63.283834,https://frosta-diving.com/,[]
DC,,mares_lab xr,0,Visit Plura,0,Skonseng,NO,+47 90758523 ,,Plurdalsveien 1495,8615,,ina@pluravalley.com,,,14.731533,66.282171,https://pluravalley.com/,[]
DC,,scubadiving,0,Team Divers,0,Järfälla,SE,+46 (0)8 58360050 ,,Mjölnarvägen 3,0,,info@teamdivers.com,,,17.825908,59.41922,http://www.teamdivers.com,[]
DC,,mares_lab scubadiving snorkeling,0,Ystads Dyk & Marin,0,Ystad,SE,+46 708181655 ,,Borgmästaregatan 5,0,,info@ydyk.se,,,13.831485,55.431564,http://www.ydyk.se,[]
DC,,dc scubadiving snorkeling,0,Octopus,0,Kalmar,SE,0480-21312 ,,Smålandsgatan 21,0,,info@octopusdykcenter.se,,,16.349588,56.668068,http://www.octopusdykcenter.se,[]
DC,,scubadiving,0,Flying Divers,0,Göteborg,SE,031-12 30 40 ,,Adolf Edelssvärdsgatan 11,0,,butik@flyingdivers.se,,,11.907034,57.690203,http://www.flyingdivers.se,[]
DC,,mares_lab scubadiving,0,Skånsk Dykservice,0,Malmö - Lomma,SE,040-410501 ,,Sandhamnsgatan 10 Lomma Hamn,0,,info@skanskdykservice.se,,,13.067406,55.673138,http://www.skanskdykservice.se,[]
DC,,mares_lab dc scubadiving snorkeling,0,Dykhuset Scubahouse Stockholm AB,0,Stockholm,SE,08-10 95 95 ,,Kungsgatan 73,0,,mail@dykhuset.se,,,18.048293,59.331557,http://www.dykhuset.se,[]
DC,,mares_lab scubadiving,0,Lycksele Sport & Dyk,0,Lycksele,SE,0950-389 98 ,,Grundtjärnsvägen 25,0,,lycksele@sportdyk.com,,,18.655109,64.587277,http://www.sportdyk.com,[]
DC,,mares_lab scubadiving snorkeling,0,West Point Divers,0,Grebbestad,SE,0525-19496 ,,Tanumstrand,0,,info@westpointdivers.se,,,11.265854,58.673416,http://www.westpointdivers.se,[]
DC,,mares_lab dc scubadiving xr freediving snorkeling,0,Atlantis Dykspecialisten,0,Jönköping,SE,036-719800 ,,Nygatan 10,0,,jonkoping@atlantis.se,,,14.163744,57.781639,http://www.atlantis.se,[]
DC,,mares_lab scubadiving xr freediving snorkeling,0,Växjö Dyksport,0,Växjö,SE,0470-268 20 ,,Storgatan 48,0,,ahdiving@yahoo.com,,,14.795715,56.879042,http://www.vaxjodyksport.com,[]
DC,,scubadiving,0,High Coast Diving,0,Örnsköldsvik,SE,731830207,,Parkgatan 7,0,,info@highcoastdiving.com,,,18.712551,63.293163,http://www.highcoastdiving.com,[]
DC,,mares_lab dc scubadiving snorkeling,0,Smögen Dyk & Upplevelse,0,Smögen,SE,+46 523 37 474 ,,Madensvägen 3,0,,info@smogendyk.se,,,11.224676,58.353609,http://www.smogendyk.se/,[]
DC,,scubadiving,0,Scuba Divers Göteborg,0,Hisings Backa,SE,0705-300 146 ,,Backa Bergögata 18,0,,info@scubadivers.se,,,12.001237,57.747716,http://www.scubadivers.se,[]
DC,,mares_lab scubadiving freediving snorkeling,0,H2O Diving Lund AB,0,Lund,SE,046-38 92 60 ,,Kävlingevägen 1,0,,lund@h2odiving.se,,,13.19179,55.71082,http://www.h2o-diving.se,[]
DC,,mares_lab scubadiving snorkeling,0,Eco Dive Stockholm AB,0,Stockholm,SE,08 656 03 03 ,,Adlerbethsgatan 13,0,,info@ecodive.se,,,18.00633,59.330815,http://www.ecodive.se,[]
DC,,mares_lab scubadiving freediving snorkeling,0,Stockholms Dykcenter,0,Stockholm,SE,+46 8 204 444 ,,Barnhusgatan 4,0,,info@stockholmsdykcenter.se,,,18.057683,59.336573,https://stockholmsdykcenter.se/,[]
DC,,mares_lab scubadiving xr snorkeling,0,W-Dyk,0,Vansbro,SE,+46 70-34 55 666 ,,Malmgatan 34,0,,info@w-dyk.se,,,14.224634,60.504941,https://w-dyk.se/,[]
DC,,mares_lab scubadiving freediving snorkeling,0,Ostens Dykservice,0,Slite,SE,+46 70-797 73 73 ,,GOTHEM MAGNUSE 921,0,,ostensdykservice@gmail.com,,,18.734115,57.575903,,[]
DC,,mares_lab scubadiving,0,Dyk-Leif AB,0,Hamburgsund,SE,+46 70-627 35 36 ,,Kvarnbergsvägen 23,0,,info@dykleif.se,,,11.278698,58.552255,https://dykleif.se/,[]
DC,,scubadiving xr snorkeling,0,Oxygene Diving,0,Göteborg,SE,+46 31-773 99 11 ,,Fotögatan 6,0,,info@oxygenediving.se,,,11.906824,57.680446,https://www.oxygenediving.se/,[]
DC,,mares_lab scubadiving xr,0,Tec n' Rec Diving,0,Hisings Backa,SE, ,,Backa Bergögata 5,0,,info@tecnrec.se,,,11.998523,57.747372,http://www.tecnrec.se/,[]
DC,,mares_lab,0,Fun Dive,0,Turku,FI,+ 358 400740436 ,Turku,Maariankatu 8,0,,info@fundive.fi,,,22.266713,60.453714,http://www.fundive.fi,[]
DC,,mares_lab,0,Dykkerhuset Moss,0,Moss,NO,+47 47236058 ,,Fjordveijen 31,1532,,post@dykkerhuset.no,,,10.660398,59.429565,http://www.dykkerhuset.no,[]
DC,,scubadiving,0,MART SUB,0,MILANO,IT,+39 022046796 ,,"VIA PLINIO, 1",20129,,info@martsub.com,,,9.211681,45.480197,http://www.martsub.com/,[]
DC,,scubadiving xr freediving spearfishing,0,SARL ARIMAIR,0,PLOUGASTEL -DAOULAS,FR,(+33) 02 56 02 73 66 ,,400 RUE ALAIN COLAS,29470,,plongee@arimair.fr,,,-4.35435,48.38378,https://www.arimair.fr/,[]
DC,,scubadiving xr freediving spearfishing snorkeling,0,AQUA-SPORT,0,LORIENT,FR,(+33) 02 97 64 41 44 ,,"7, Rue Benoît Frachon",56100,,contact@aqua-sport.fr,,,-3.372331,47.735124,https://aqua-sport.fr/,[]
DC,,,0,SARL LE DOSSEN,0,SAINT POL DE LEON,FR,(+33) 02 57 23 00 73 ,,RUE DE BREST,29250,,pauline.legalle@scarmor.fr,,,-3.99744,48.677865,,[]
DC,,,0,LECLERC PLOUDALMEZEAU / SAS PLOUDAL DISTRIBUTION,0,PLOUDALMEZEAU,FR,(+33) 02 98 38 12 12 ,,BP 27 RUE DE PRATMEUR,29830,,margaux.jestin@scarmor.fr,,,-4.66751,48.538644,,[]
DC,,,0,SNC COMPTOIRE DES PATRONS PECHEURS,0,GUILVINEC,FR,02 98 58 10 31 ,,TERRE PLEIN DU PORT,29730,,manue.puillon@wanadoo.fr,,,-4.378496,47.817129,,[]
DC,,,0,SARL POINT BLEU,0,CROZON,FR,(+33) 02 98 27 22 11 ,,10 boulevard Pierre Mendes France,29160,,contact@point-bleu.fr,,,-4.471665,48.250413,https://www.point-bleu.fr/,[]
DC,,,0,AQUA FUN,0,VANNES,FR,02 97 63 58 60 ,,69 RUE DU VINCIN,56000,,aqua.fun@cegetel.net,,,-2.793387,47.653976,http://www.aqua-fun-plongee.com/,[]
DC,,,0,SARL MER ET LOISIRS,0,LE PALAIS,FR,(+33) 02 97 31 55 67 ,,QUAI JACQUES LE BLANC,56360,,meretloisirs@orange.fr,,,-3.156259,47.347268,,[]
DC,,,0,LECLERC LARMOR PLAGE / SAS LARDIS,0,LARMOR-PLAGE,FR,(+33) 02 9737 6033 ,,1 RUE DE LA CHAPELLE SAINT YVES,56260,,andre.julloux@scarmor.fr,,,-3.383081,47.728046,,[]
DC,,,0,Cebu Ernbri Import Inc. / Aquaventure Whitetip Dive Supply,0,Makati City,PH,+632 8708 9995 local 105 ,,"9304 Kamagong St. corner Dungon St., San Antonio Village",1203,,makati@awdsph.com,,,121.015411,14.563974,https://aquaventurewhitetip.com/,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,BOB'S SCUBA SHOP,0,HAMILTON,CA,905-549-1043 ,ON,222 KENILWORTH NORTH,0,,bobsscuba@gmail.com,,,-79.80704,43.246921,http://www.bobsscuba.ca,[]
DC,,mares_lab horizon,0,BAMBOO REEF SCUBA DIVING CENTERS,0,SAN FRANCISCO,US,415-362-6694 ,CA,584 FOURTH STREET,94107,,info@bambooreef.com,,,-122.396901,37.778463,http://www.bambooreef.com,[]
DC,,mares_lab,0,BAMBOO REEF SCUBA DIVING CENTERS,0,MONTEREY,US,831-372-1685 ,CA,614 LIGHTHOUSEAVENUE #1008,93940,,INFO@BAMBOOREEF.COM,,,-121.901708,36.613921,http://www.bambooreef.com,[]
DC,,mares_lab,0,BEYOND LAND ADVENTURES,0,SAN DIEGO,US,619-366 - 6266 ,CA,"3445 MIDWAY DR., STE G",92110,,info@beyondlandadventures.com,,,-117.213273,32.750346,https://www.beyondlandadventures.com/,[]
DC,,mares_lab,0,HIGH SIERRA DIVERS,0,Auburn,US,530-823-6757 ,CA,217 Palm Ave,95603,,info@hsdivers.com,,,-121.075221,38.908401,http://hsdivers.com,[]
