name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
North Tyneside,United Kingdom,England,55.02979945,-1.5082559996141889,Europe/London,true,296
Metchosin,Canada,British Columbia,48.3796009,-123.5352348,America/Vancouver,true,297
Six Huts,Honduras,Bay Islands,16.3867069,-86.4195395,America/Tegucigalpa,true,298
Makati,Philippines,Metro Manila,14.5567949,121.0211226,Asia/Manila,true,299
Berriozar,Spain,Metropolialdea / Área Metropolitana,42.83565,-1.6745719,Europe/Madrid,true,300
Figino Serenza,Italy,Lombardy,45.7097797,9.1289394,Europe/Rome,true,301
Bari,Italy,Apulia,41.1257843,16.8620293,Europe/Rome,true,302
Barletta,Italy,Apulia,41.3214976,16.2868696,Europe/Rome,true,303
Sassuolo,Italy,Emilia-Romagna,44.5409769,10.7829023,Europe/Rome,true,304
Klenovice,Czechia,Central Bohemia,49.5807471,14.2031547,Europe/Prague,true,305
La Teste-de-Buch,France,Nouvelle-Aquitaine,44.6316943,-1.1491319,Europe/Paris,true,306
Grad Kaštela,Croatia,21215,43.5561377,16.3646048,Europe/Zagreb,true,307
Monaco,Monaco,98000,43.7311424,7.4197576,Europe/Monaco,true,308
Grad Pula,Croatia,Istria County,44.8702281,13.8455311,Europe/Zagreb,true,309
A Coruña,Spain,Galicia,43.3709703,-8.3959425,Europe/Madrid,true,310
Wolverhampton,United Kingdom,England,52.5847651,-2.127567,Europe/London,true,311
Castrovillari,Italy,Calabria,39.8119315,16.2026124,Europe/Rome,true,312
Carugate,Italy,Lombardy,45.549774,9.343749,Europe/Rome,true,313
Faenza,Italy,Emilia-Romagna,44.2855555,11.8832055,Europe/Rome,true,314
Ciutadella,Spain,Balearic Islands,40.0004404,3.8352372,Europe/Madrid,true,315
Cancún,Mexico,Quintana Roo,21.1617854,-86.8510468,America/Cancun,true,316
Općina Bol,Croatia,21420,43.2620948,16.656923416439387,Europe/Zagreb,true,317
Zwolle,Netherlands,Overijssel,52.514565250000004,6.097720359677693,Europe/Amsterdam,true,318
Grad Samobor,Croatia,Zagreb County,45.8018625,15.7097105,Europe/Zagreb,true,319
Hillegom,Netherlands,South Holland,52.29482605,4.572971256401671,Europe/Amsterdam,true,320
Zadar,Croatia,Zadar County,44.1168594,15.2353257,Europe/Zagreb,true,321
Grad Hvar,Croatia,21450,43.1723573,16.4418127,Europe/Zagreb,true,322
Argelès-sur-Mer,France,Occitania,42.5476734,3.0253613,Europe/Paris,true,323
Gioiosa Marea,Italy,Sicily,38.1732691,14.8951639,Europe/Rome,true,324
Agropoli,Italy,Campania,40.346905,14.996553,Europe/Rome,true,325
Manikata,Malta,Northern Region,35.9407206,14.3537646,Europe/Malta,true,326
Pacific Harbour,Fiji,Central,-18.2381663,178.0763122,Pacific/Fiji,true,327
Bouillante,France,Guadeloupe,16.1319557,-61.7699572,America/Guadeloupe,true,328
Deventer,Netherlands,Overijssel,52.2695736,6.236339604766698,Europe/Amsterdam,true,329
Ramonville-Saint-Agne,France,Occitania,43.5460533,1.4749101,Europe/Paris,true,330
El Pinar de El Hierro,Spain,Canary Islands,27.68504425,-18.001635643741167,Atlantic/Canary,true,331
Luri,France,Corsica,42.8974121,9.407423,Europe/Paris,true,332
Claix,France,Auvergne-Rhône-Alpes,45.1200404,5.6729013,Europe/Paris,true,333
Grad Rijeka,Croatia,Primorje-Gorski Kotar County,45.3267976,14.442208,Europe/Zagreb,true,334
Rennes,France,Brittany,48.1113387,-1.6800198,Europe/Paris,true,335
Fréjus,France,Provence-Alpes-Côte d'Azur,43.4330308,6.7360182,Europe/Paris,true,336
Saint-Memmie,France,Grand Est,48.9512156,4.3847288,Europe/Paris,true,337
Calvi,France,Corsica,42.5677079,8.7590528,Europe/Paris,true,338
Chêne-en-Semine,France,Auvergne-Rhône-Alpes,46.0467113,5.8579956,Europe/Paris,true,339
Maldon,United Kingdom,England,51.7155563,0.6843547574257541,Europe/London,true,340
Hove,United Kingdom,England,50.8286917,-0.1745744,Europe/London,true,341
Sète,France,Occitania,43.4014434,3.6959771,Europe/Paris,true,342
Montélimar,France,Auvergne-Rhône-Alpes,44.5579391,4.750318,Europe/Paris,true,343
Ostwald,France,Grand Est,48.5425109,7.7102193,Europe/Paris,true,344
Metz,France,Grand Est,49.1196964,6.1763552,Europe/Paris,true,345
Paris,France,Ile-de-France,48.8534951,2.3483915,Europe/Paris,true,346
Rouen,France,Normandy,49.4404591,1.0939658,Europe/Paris,true,347
Ferney-Voltaire,France,Auvergne-Rhône-Alpes,46.2567057,6.1096409,Europe/Paris,true,348
Ližnjan,Croatia,Istria County,44.828458,13.9586273,Europe/Zagreb,true,349
Fuencaliente de la Palma,Spain,Canary Islands,28.5071431,-17.841202563392855,Atlantic/Canary,true,350
Le Havre,France,Normandy,49.4938975,0.1079732,Europe/Paris,true,351
Capbreton,France,Nouvelle-Aquitaine,43.6403659,-1.4315213,Europe/Paris,true,352
Concarneau,France,Brittany,47.8757017,-3.9223889,Europe/Paris,true,353
Hagåtña,United States,Guam,13.4748148,144.7516191,Pacific/Guam,true,354
Gijón,Spain,Asturias,43.5449422,-5.66275,Europe/Madrid,true,355
Rome,Italy,Lazio,41.8933203,12.4829321,Europe/Rome,true,356
Sant Joan de Labritja,Spain,Balearic Islands,39.0761278,1.5091732,Europe/Madrid,true,357
Civaux,France,Nouvelle-Aquitaine,46.4448144,0.6646452,Europe/Paris,true,358
Strovolos,Cyprus,Cyprus,35.1328993,33.3454972,Asia/Nicosia,true,359
Saint-Cyprien,France,Occitania,44.302192899999994,1.2637095427792944,Europe/Paris,true,360
Nelson Bay,Australia,New South Wales,-32.7218138,152.1440889,Australia/Sydney,true,361
Astana,Kazakhstan,Astana,51.1282205,71.4306682,Asia/Almaty,true,362
Rijen,Netherlands,North Brabant,51.5879873,4.9194511,Europe/Amsterdam,true,363
Purmerend,Netherlands,North Holland,52.5024789,4.9614827,Europe/Amsterdam,true,364
Rotorua,New Zealand,Bay of Plenty,-38.1381493,176.252922,Pacific/Auckland,true,365
Poortugaal,Netherlands,South Holland,51.8577532,4.3914097,Europe/Amsterdam,true,366
,Spain,Balearic Islands,39.613432,2.8829184529439633,Europe/Madrid,false
Upper Harbour,New Zealand,Auckland,-36.7640365,174.67578390466832,Pacific/Auckland,true,367
Tisno,Croatia,Šibenik-Knin County,43.7987234,15.6415407,Europe/Zagreb,true,368
Zuidlaren,Netherlands,Drenthe,53.0940808,6.6871992,Europe/Amsterdam,true,369
,United States,Missouri,38.7604815,-92.5617875,America/Chicago,false
Aktau,Kazakhstan,Mangystau Region,43.6353364,51.168222,Asia/Aqtau,true,370
Талдыкорган,Kazakhstan,Jetisu Region,45.0164138,78.3791841,Asia/Almaty,true,371
Kunrade,,,50.8774548,5.9362056,Europe/Amsterdam,false
Hastings,New Zealand,Hawke's Bay,-39.6417678,176.8430781,Pacific/Auckland,true,372
Navi Mumbai,India,Maharashtra,19.0308262,73.0198537,Asia/Kolkata,true,373
Taupō,New Zealand,Waikato,-38.6866197,176.0694773,Pacific/Auckland,true,374
Laredo,Spain,Cantabria,43.41063,-3.4173,Europe/Madrid,true,375
Palamós,Spain,Catalonia,41.8495354,3.1278785,Europe/Madrid,true,376
Bijeljina,Bosnia and Herzegovina,Republika Srpska,44.7568464,19.2156628,Europe/Sarajevo,true,377
Las Breñas,Spain,Canary Islands,28.4605296,-16.4506992,Atlantic/Canary,true,378
Tatura,Australia,Victoria,-36.439972,145.2329614,Australia/Melbourne,true,379
Kaipātiki,New Zealand,Auckland,-36.79451525,174.71673355945467,Pacific/Auckland,true,380
Melbourne,Australia,Victoria,-37.8142454,144.9631732,Australia/Melbourne,true,381
Seget Donji,Croatia,Općina Seget,43.5179953,16.2272015,Europe/Zagreb,true,382
Breda,Netherlands,North Brabant,51.5887845,4.7760237,Europe/Amsterdam,true,383
Fethiye,Turkey,Aegean Region,36.6221019,29.1153234,Europe/Istanbul,true,384
Blenheim,New Zealand,Marlborough,-41.5118691,173.9545856,Pacific/Auckland,true,385
Waiheke,New Zealand,Auckland,-36.79310825,175.08838633700123,Pacific/Auckland,true,386
Rangiora,New Zealand,Canterbury,-43.303171,172.5961483,Pacific/Auckland,true,387
Masterton,New Zealand,Wellington,-40.9495524,175.6594413,Pacific/Auckland,true,388
Napier,New Zealand,Hawke's Bay,-39.4902099,176.917839,Pacific/Auckland,true,389
Whanganui,New Zealand,Manawatū-Whanganui,-39.9324904,175.0519306,Pacific/Auckland,true,390
Devonport-Takapuna,New Zealand,Auckland,-36.79196745,174.78749247594877,Pacific/Auckland,true,391
Howick,New Zealand,Auckland,-36.92380915,174.89941610095153,Pacific/Auckland,true,392
Rodney,New Zealand,Auckland,-36.2890472,174.69315737269454,Pacific/Auckland,true,393
Waikawa,New Zealand,Marlborough,-40.953974,173.80798,Pacific/Auckland,true,394
Hilversum,Netherlands,North Holland,52.23158695,5.173493524521531,Europe/Amsterdam,true,395
Belgrade,Serbia,Central Serbia,44.8178131,20.4568974,Europe/Belgrade,true,396
Whakatāne,New Zealand,Bay of Plenty,-37.9519223,176.9945977,Pacific/Auckland,true,397
Invercargill City,New Zealand,Southland,-46.4118465,168.3470632,Pacific/Auckland,true,398
Oamaru,New Zealand,Otago,-45.0997681,170.9684232,Pacific/Auckland,true,399
Henderson-Massey,New Zealand,Auckland,-36.84899675,174.6299053431075,Pacific/Auckland,true,400
Ōtaki,New Zealand,Wellington,-40.7585374,175.1470152,Pacific/Auckland,true,401
Hyères,France,Provence-Alpes-Côte d'Azur,43.1202573,6.1301614,Europe/Paris,true,402
Ashburton,New Zealand,Canterbury,-43.9024396,171.7503327,Pacific/Auckland,true,403
Franklin,New Zealand,Auckland,-37.1034164,174.64801803993322,Pacific/Auckland,true,404
Dargaville,New Zealand,Northland,-35.9412143,173.8685702,Pacific/Auckland,true,405
Iwami,Japan,Iwami County,35.5759945,134.3321405,Asia/Tokyo,true,406
Palafrugell,Spain,Catalonia,41.9183618,3.1619905,Europe/Madrid,true,407
Torrox,Spain,Andalusia,36.760744,-3.9523663,Europe/Madrid,true,408
Sant Pere Pescador,Spain,Catalonia,42.1899836,3.0837479,Europe/Madrid,true,409
Carboneras,Spain,Andalusia,36.9968699,-1.8946552,Europe/Madrid,true,410
Hamilton,New Zealand,Waikato,-37.7878809,175.281788,Pacific/Auckland,true,411
Hoogersmilde,Netherlands,Drenthe,52.9054328,6.3968885,Europe/Amsterdam,true,412
Minamiechizen,Japan,Chubu Region,35.833286,136.1945582,Asia/Tokyo,true,413
l'Hospitalet de Llobregat,Spain,Catalonia,41.3598601,2.0997927,Europe/Madrid,true,414
Diegem,Belgium,Flemish Brabant,50.8945555,4.4365042,Europe/Brussels,true,415
Beringen,Belgium,Limburg,51.0502026,5.220809082300834,Europe/Brussels,true,416
Norwich,United Kingdom,England,52.6285576,1.2923954,Europe/London,true,417
District of Belconnen,Australia,2615,-35.2274338,149.0431454,Australia/Sydney,true,418
Ewing Township,United States,New Jersey,40.259987,-74.7909216,America/New_York,true,419
Ain Benian,Algeria,Algiers,36.8033059,2.9216786,Africa/Algiers,true,420
Lami,Fiji,Central,-18.1132946,178.4067448,Pacific/Fiji,true,421
Tewkesbury,United Kingdom,England,51.9937857,-2.1549574,Europe/London,true,422
Stoney Stanton,United Kingdom,England,52.546970400000006,-1.2803866539772846,Europe/London,true,423
Ko Kaeo,Thailand,Phuket Province,7.9480293,98.3761419324348,Asia/Bangkok,true,424
Rangiroa,France,French Polynesia,-15.12091315,-147.69545182567657,Pacific/Tahiti,true,425
Swanage,United Kingdom,England,50.6086976,-1.9571971,Europe/London,true,426
Poltu Quatu,Italy,Sardinia,41.1353576,9.4970048,Europe/Rome,true,427
Otranto,Italy,Apulia,40.147825,18.485933,Europe/Rome,true,428
Ipswich,United Kingdom,England,52.0579324,1.1528095,Europe/London,true,429
Canberra,Australia,District of Canberra Central,-35.2975906,149.1012676,Australia/Sydney,true,430
London,United Kingdom,England,51.5074456,-0.1277653,Europe/London,true,431
Downpatrick,United Kingdom,Northern Ireland,54.3279335,-5.71649,Europe/London,true,432
Brzac,Croatia,Primorje-Gorski Kotar County,45.07959,14.4464691,Europe/Zagreb,true,433
Ban Bang Niang,Thailand,Phang-nga Province,8.6676066,98.2528989,Asia/Bangkok,true,434
Malpica de Bergantiños,Spain,Galicia,43.3243063,-8.8086666,Europe/Madrid,true,435
Mandurah,Australia,Western Australia,-32.5302495,115.7208782,Australia/Perth,true,436
Belize City,Belize,Belize District,17.5002768,-88.1988737,America/Belize,true,437
Pasaia,Spain,Autonomous Community of the Basque Country,43.3239952,-1.9200587,Europe/Madrid,true,438
Labège,France,Occitania,43.5292828,1.5299721,Europe/Paris,true,439
Grenoble,France,Auvergne-Rhône-Alpes,45.1875602,5.7357819,Europe/Paris,true,440
Sallanches,France,Auvergne-Rhône-Alpes,45.9361246,6.6302551,Europe/Paris,true,441
Albertville,France,Auvergne-Rhône-Alpes,45.6754622,6.3925417,Europe/Paris,true,442
Strasbourg,France,Grand Est,48.584614,7.7507127,Europe/Paris,true,443
Hualpén,Chile,Biobío Region,-36.7927608,-73.0943414,America/Santiago,true,444
East Hertfordshire,United Kingdom,England,51.86567885,0.012485012653673036,Europe/London,true,445
Coevorden,Netherlands,Drenthe,52.6612281,6.7407359,Europe/Amsterdam,true,446
Leicester,United Kingdom,England,52.6362,-1.1331969,Europe/London,true,447
Bolton,United Kingdom,England,53.5782863,-2.4300367,Europe/London,true,448
Cardiff,United Kingdom,Wales,51.4816546,-3.1791934,Europe/London,true,449
Port Douglas,Australia,Queensland,-16.4845983,145.4636294,Australia/Brisbane,true,450
Thonon-les-Bains,France,Auvergne-Rhône-Alpes,46.3731303,6.4779448,Europe/Paris,true,451
Largs,United Kingdom,Scotland,55.7948829,-4.8695014,Europe/London,true,452
Ao Nui,Thailand,Krabi Province,7.4892221,99.0805289,Asia/Bangkok,true,453
Sharm Ash Sheikh,Egypt,Shibh Jazirat Sina',27.8644422,34.295447,Africa/Cairo,true,454
Kirklees,United Kingdom,England,53.64226345,-1.7809432689150708,Europe/London,true,455
Castelldefels,Spain,Catalonia,41.2861022,1.9824173,Europe/Madrid,true,456
Derry/Londonderry,United Kingdom,Northern Ireland,54.9978678,-7.3213056,Europe/London,true,457
Cheadle,United Kingdom,England,52.9884392,-1.9937596,Europe/London,true,458
Picton,New Zealand,Marlborough,-41.290916,174.006908,Pacific/Auckland,true,459
Redcar,United Kingdom,England,54.6179021,-1.0687914,Europe/London,true,460
Ko Lanta,Thailand,Krabi Province,7.5310204,99.0943842,Asia/Bangkok,true,461
Mojácar,Spain,Andalusia,37.1402087,-1.8510071,Europe/Madrid,true,462
City of Edinburgh,United Kingdom,Scotland,55.9533456,-3.1883749,Europe/London,true,463
Fareham,United Kingdom,England,50.8526637,-1.1783134,Europe/London,true,464
Trige,Denmark,Central Denmark Region,56.254145,10.1453751,Europe/Copenhagen,true,465
Deerlijk,Belgium,West Flanders,50.853596,3.3546453,Europe/Brussels,true,466
Bristol,United Kingdom,England,51.4538022,-2.5972985,Europe/London,true,467
Millpool,United Kingdom,England,50.1241971,-5.396964,Europe/London,true,468
Shakotan,Japan,Shiribeshi Subprefecture,43.2986409,140.5977945,Asia/Tokyo,true,469
Worcester,United Kingdom,England,52.1911849,-2.2206585,Europe/London,true,470
Penryn,United Kingdom,England,50.1685457,-5.1034063,Europe/London,true,471
Portsmouth,United Kingdom,England,50.800031,-1.0906023,Europe/London,true,472
Dundee,United Kingdom,Scotland,56.4605938,-2.97019,Europe/London,true,473
Hayle,United Kingdom,England,50.1871402,-5.4178169,Europe/London,true,474
Birkenhead,United Kingdom,England,53.3895177,-3.0248007,Europe/London,true,475
Cridling Stubbs,United Kingdom,England,53.6854809,-1.2142934,Europe/London,true,476
Sheffield,United Kingdom,England,53.3806626,-1.4702278,Europe/London,true,477
Whitefield,United Kingdom,England,53.5533682,-2.2969019,Europe/London,true,478
Tehran,Iran,بخش مرکزی شهرستان تهران,35.6892523,51.3896004,Asia/Tehran,true,479
Taynuilt,United Kingdom,Scotland,56.4290505,-5.2393536,Europe/London,true,480
Gdansk,Poland,Pomeranian Voivodeship,54.3706858,18.61298210330077,Europe/Warsaw,true,481
Lublin,Poland,Lublin Voivodeship,51.250559,22.5701022,Europe/Warsaw,true,482
Plymouth,United Kingdom,England,50.3714122,-4.1424451,Europe/London,true,483
,Maldives,South Ari Atoll,3.6123025999999996,72.8556629739359,Indian/Maldives,false
Port Navalo,France,Brittany,47.5460954,-2.9142298,Europe/Paris,true,484
s'Arenal d'en Castell,Spain,Balearic Islands,40.0207102,4.1817127,Europe/Madrid,true,485
Mossel Bay Local Municipality,South Africa,Western Cape,-34.09555535,21.94670479665138,Africa/Johannesburg,true,486
Mutriku,Spain,Autonomous Community of the Basque Country,43.3071181,-2.3871098,Europe/Madrid,true,487
Dubai,United Arab Emirates,Dubai,25.2653471,55.2924914,Asia/Dubai,true,488
Żagań,Poland,Lubusz Voivodeship,51.615323149999995,15.3007805981478,Europe/Warsaw,true,489
Camargo,Spain,Cantabria,43.40794,-3.88487,Europe/Madrid,true,490
Perpignan,France,Occitania,42.6985304,2.8953121,Europe/Paris,true,491
Elx / Elche,Spain,Valencian Community,38.2653307,-0.6988391,Europe/Madrid,true,492
Allersberg,Germany,Bavaria,49.2513012,11.2356812,Europe/Berlin,true,493
Midrand,South Africa,Gauteng,-25.999262,28.125912,Africa/Johannesburg,true,494
Kuwait City,Kuwait,Al Asimah,29.3796532,47.9734174,Asia/Kuwait,true,495
Tamworth,United Kingdom,England,52.6345819,-1.6948438,Europe/London,true,496
Wrocław,Poland,Lower Silesian Voivodeship,51.1263106,16.97819633051261,Europe/Warsaw,true,497
Nieznanowice,Poland,Lesser Poland Voivodeship,49.9192398,20.2579054,Europe/Warsaw,true,498
Adur,United Kingdom,England,50.8453169,-0.2939886608407643,Europe/London,true,499
,Australia,Western Australia,-25.2303005,121.0187246,Australia/Perth,false
uMhlabuyalingana Local Municipality,South Africa,KwaZulu-Natal,-27.22096625,32.51288575607965,Africa/Johannesburg,true,500
Krakow,Poland,Lesser Poland Voivodeship,50.0469432,19.997153435836697,Europe/Warsaw,true,501
Toruń,Poland,Kuyavian-Pomeranian Voivodeship,53.0145361,18.596583144651557,Europe/Warsaw,true,502
Katowice,Poland,Silesian Voivodeship,50.2598987,19.0215852,Europe/Warsaw,true,503
Newquay,United Kingdom,England,50.4134414,-5.0848836,Europe/London,true,504
Zielona Góra,Poland,Lubusz Voivodeship,51.92766315,15.549005417916433,Europe/Warsaw,true,505
Dąbrowa Górnicza,Poland,Silesian Voivodeship,50.3308692,19.2078918,Europe/Warsaw,true,506
Letterkenny,Ireland,County Donegal,54.9517933,-7.7354381,Europe/Dublin,true,507
uMdoni Local Municipality,South Africa,KwaZulu-Natal,-30.35076,30.67661776878453,Africa/Johannesburg,true,508
Guildford,United Kingdom,England,51.2356068,-0.5732063,Europe/London,true,509
Cork,Ireland,Munster,51.897077,-8.4654674,Europe/Dublin,true,510
,Ireland,The Municipal District of Birr,53.1057254,-7.757195629186065,Europe/Dublin,false
Dublin,Ireland,Leinster,53.3493795,-6.2605593,Europe/Dublin,true,511
Quatre Bornes,Mauritius,Plaines Wilhems,-20.27297845,57.47407342363566,Indian/Mauritius,true,512
Nottingham,United Kingdom,England,52.9534193,-1.1496461,Europe/London,true,513
Umkomaas,South Africa,KwaZulu-Natal,-30.206389,30.796111,Africa/Johannesburg,true,514
Olsztyn,Poland,Warmian-Masurian Voivodeship,53.7766839,20.476507,Europe/Warsaw,true,515
Aqaba,Jordan,Aqaba,29.5266483,35.0075433,Asia/Amman,true,516
Kanie,Poland,Masovian Voivodeship,52.1328951,20.7736551,Europe/Warsaw,true,517
Chrzanów,Poland,Lesser Poland Voivodeship,50.1411926,19.4028502,Europe/Warsaw,true,518
Mangawhai,New Zealand,Northland,-36.1256148,174.5759312,Pacific/Auckland,true,519
Monsummano Terme,Italy,Tuscany,43.8707438,10.8140162,Europe/Rome,true,520
Mount Gambier,Australia,South Australia,-37.8246698,140.78195963207457,Australia/Adelaide,true,521
Huskisson,Australia,New South Wales,-35.0384877,150.670708,Australia/Sydney,true,522
Narooma,Australia,New South Wales,-36.2190152,150.1317243,Australia/Sydney,true,523
Queenscliff,Australia,Victoria,-38.2671132,144.6612949,Australia/Melbourne,true,524
Schiedam,Netherlands,South Holland,51.9300454,4.386451052615731,Europe/Amsterdam,true,525
Milton Keynes,United Kingdom,England,52.0406502,-0.7594092,Europe/London,true,526
Figari/Golfo Aranci,Italy,Sardinia,41.006476,9.61453,Europe/Rome,true,527
Renkum,Netherlands,Gelderland,51.99168495,5.791692252659134,Europe/Amsterdam,true,528
Leunen,,,51.5081628,5.9798475,Europe/Amsterdam,false
Tonbridge and Malling,United Kingdom,England,51.2717306,0.3566598007492124,Europe/London,true,529
Głogów,Poland,Lower Silesian Voivodeship,51.67019285,16.06140366346836,Europe/Warsaw,true,530
Teignbridge,United Kingdom,England,50.6125552,-3.6559105980908284,Europe/London,true,531
East Suffolk,United Kingdom,England,52.241001350000005,1.4582089310327726,Europe/London,true,532
City of Ogdensburg,United States,New York,44.694285,-75.486374,America/New_York,true,533
Viladecans,Spain,Catalonia,41.3163083,2.0156034,Europe/Madrid,true,534
Arona,Spain,Canary Islands,28.0996248,-16.6809103,Atlantic/Canary,true,535
,Serbia,Vojvodina,45.4102776,19.97629919893542,Europe/Belgrade,false
,Serbia,Central Serbia,43.6642492,20.990682367995184,Europe/Belgrade,false
Fremantle,Australia,Western Australia,-32.0534086,115.7586172,Australia/Perth,true,536
Bécon-les-Granits,France,Pays de la Loire,47.5034433,-0.8012205,Europe/Paris,true,537
Birmingham,United Kingdom,England,52.4796992,-1.9026911,Europe/London,true,538
